area_ratio,perimeter_ratio,compactness,eccentricity,shape_aspect_ratio,shape_extent,gray_mean,gray_std,dark_pixel_ratio,red_mean,blue_mean,red_std,blue_std,blue_red_ratio,texture_contrast,object_background_contrast,Image,Label
0.5787755102040816,0.08653061224489796,0.7929473803471567,0.657253287561282,1.032258064516129,0.7147177419354839,0.4854554831981659,0.13425669074058533,0.29714285714285715,0.5473049283027649,0.629569411277771,0.06831720471382141,0.06697069108486176,1.1565420627593994,0.0011435130145400763,0.23616763949394226,10,Fibroblast
0.5584415584415584,0.08333333333333333,1.0936493906239388,0.8055964441246547,1.3333333333333333,0.671875,0.14170482754707336,0.12369371205568314,0.9751082251082251,0.21688708662986755,0.24969600141048431,0.061115022748708725,0.043227553367614746,1.2076590061187744,0.0008015842759050429,0.2182212769985199,11,Lymphocyte
0.6602564102564102,0.10128205128205128,1.0369621641395568,0.6227124959104704,0.7857142857142857,0.836038961038961,0.19821619987487793,0.25997865200042725,0.6871794871794872,0.22679612040519714,0.3561089038848877,0.08841024339199066,0.09687933325767517,1.669660210609436,0.0025046749506145716,0.5100918412208557,12,Lymphocyte
0.5431290898274836,0.13087447947650208,0.23704744567995714,0.5676393434418558,1.0,0.5431290898274836,0.4187425971031189,0.08654167503118515,0.6049970255800119,0.5059124231338501,0.572037935256958,0.04645015299320221,0.04193390533328056,1.1360174417495728,0.00045332484296523035,0.1379995346069336,13,Tumor
0.6183862433862434,0.14682539682539683,0.23840509139732624,0.870906615076989,2.16,0.6925925925925925,0.6245914697647095,0.09947299212217331,0.023148148148148147,0.6993227005004883,0.7253685593605042,0.05942481383681297,0.04526446759700775,1.0405369997024536,0.0007966215489432216,0.16646850109100342,14,Fibroblast
0.48654331370899917,0.07148864592094197,0.5030896470869745,0.9229256132793862,1.5405405405405406,0.5486012328117591,0.2865104675292969,0.16262607276439667,0.5794785534062237,0.4245157539844513,0.40047454833984375,0.08590256422758102,0.04864586517214775,0.964570939540863,0.0013069884153082967,0.29461193084716797,15,Fibroblast
0.6326013513513513,0.08192567567567567,1.0003413317201637,0.7482600877181126,0.8108108108108109,0.6747747747747748,0.1966429501771927,0.1561403125524521,0.8285472972972973,0.29849472641944885,0.3212754428386688,0.0760764479637146,0.05424388498067856,1.1112319231033325,0.0008123102597892284,0.29548758268356323,16,Plasma
0.5602564102564103,0.08974358974358974,1.120715093566318,0.7536281720990244,0.88,0.7945454545454546,0.2120371162891388,0.3539961874485016,0.5512820512820513,0.26215285062789917,0.35120028257369995,0.09628567099571228,0.10916651785373688,1.4036052227020264,0.005969398654997349,0.6820942163467407,17,Lymphocyte
0.7389455782312925,0.1096938775510204,0.6562211443950556,0.7712299466213793,0.6190476190476191,0.7957875457875457,0.26966044306755066,0.12666872143745422,0.8903061224489796,0.37724682688713074,0.38730117678642273,0.09353236109018326,0.06664976477622986,1.059581995010376,0.0010181235847994685,0.2358281910419464,18,Plasma
0.6597222222222222,0.12152777777777778,0.9745348639707113,0.568382971916973,0.8695652173913043,0.8260869565217391,0.2674069106578827,0.12791886925697327,0.8454861111111112,0.3200928866863251,0.4170588552951813,0.057050395756959915,0.05484386160969734,1.3159114122390747,0.0006774317589588463,0.23641541600227356,19,Lymphocyte
0.5916149068322981,0.10869565217391304,0.9770994294022132,0.7806459490270853,1.368421052631579,0.771255060728745,0.31731829047203064,0.23543217778205872,0.5729813664596274,0.3668982684612274,0.473583459854126,0.10250326246023178,0.10552489012479782,1.3351185321807861,0.0026107400190085173,0.43067917227745056,20,Lymphocyte
0.630184331797235,0.10714285714285714,0.7947513846750454,0.5490045688948676,1.0,0.7503429355281207,0.32104942202568054,0.24393515288829803,0.5875576036866359,0.36054056882858276,0.48583003878593445,0.10045934468507767,0.10986804217100143,1.395382046699524,0.002805703319609165,0.45767179131507874,21,Plasma
0.531328320802005,0.11528822055137844,1.2590125568261552,0.37048550106688655,0.9411764705882353,0.7794117647058824,0.32506927847862244,0.18123160302639008,0.5639097744360902,0.4179060459136963,0.4704032838344574,0.10439693182706833,0.08120133727788925,1.156908631324768,0.0019337013363838196,0.31500479578971863,22,Lymphocyte
0.6929824561403509,0.0976608187134503,0.533943460791553,0.2801977252968032,0.8444444444444444,0.6929824561403509,0.34436309337615967,0.1082398071885109,0.8046783625730994,0.4875122010707855,0.4776271879673004,0.05565021187067032,0.03771140053868294,0.9853375554084778,0.0003319090756122023,0.20229941606521606,23,Tumor
0.8369047619047619,0.10952380952380952,1.0437332870858338,0.32568070140364586,0.9333333333333333,0.8369047619047619,0.18165446817874908,0.20484477281570435,0.8559523809523809,0.21384543180465698,0.32831284403800964,0.08732283860445023,0.08880296349525452,1.6563706398010254,0.002017187885940075,0.5043685436248779,24,Lymphocyte
0.5202156334231806,0.09231805929919137,0.25843779941087114,0.7172319014392134,1.0566037735849056,0.5202156334231806,0.33995532989501953,0.11319505423307419,0.7307951482479784,0.4503733515739441,0.4736919403076172,0.07652996480464935,0.04312212020158768,1.0716756582260132,0.0003762107517104596,0.18684828281402588,25,Tumor
0.5807127882599581,0.06960167714884696,0.6316019487910964,0.7981237195578524,1.1162790697674418,0.6710271317829457,0.3220190703868866,0.12148311734199524,0.6985324947589099,0.49880653619766235,0.4163573384284973,0.07614170759916306,0.04875069856643677,0.8434263467788696,0.0005336332833394408,0.21716883778572083,26,Fibroblast
0.47614761476147616,0.0771077107710771,0.30193992588817403,0.982415355609371,3.0606060606060606,0.47614761476147616,0.26284903287887573,0.15222594141960144,0.7611761176117612,0.41404056549072266,0.3634851574897766,0.10154997557401657,0.051085323095321655,0.9119269847869873,0.0010384488850831985,0.24987506866455078,27,Fibroblast
